Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,seats,max_power (in bph),Mileage Unit,Mileage,Engine (CC)
740.0,Ford,2010.0,180000.0,110000.0,Diesel,Individual,Manual,Second Owner,5.0,68.0,kmpl,20.0,1399.0
744.0,Hyundai,2010.0,270000.0,100000.0,Diesel,Individual,,Fourth & Above Owner,5.0,,kmpl,,
748.0,Ford,2011.0,190000.0,90000.0,Diesel,Individual,Manual,Second Owner,5.0,68.0,kmpl,20.0,
752.0,Toyota,2013.0,409999.0,,Diesel,Individual,,First Owner,5.0,67.04,kmpl,23.59,1364.0
754.0,Hyundai,2015.0,270000.0,43000.0,Petrol,Individual,Manual,First Owner,5.0,55.2,kmpl,,814.0
755.0,Tata,2017.0,280000.0,80000.0,Diesel,Individual,Manual,,5.0,74.0,kmpl,22.95,1248.0
756.0,Tata,2012.0,130000.0,60000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,22.3,
757.0,Hyundai,2014.0,,18945.0,Petrol,Individual,,First Owner,,55.2,kmpl,21.1,814.0
,Hyundai,2012.0,320000.0,107825.0,Diesel,Individual,Manual,Second Owner,5.0,90.0,kmpl,21.9,1396.0
763.0,Maruti,,370000.0,15000.0,Petrol,Individual,Manual,First Owner,5.0,47.3,kmpl,22.05,796.0
766.0,Hyundai,2018.0,750000.0,30000.0,Diesel,Individual,Manual,First Owner,5.0,88.76,kmpl,21.19,1396.0
772.0,Hyundai,2019.0,450000.0,10000.0,Petrol,Individual,Manual,First Owner,5.0,68.0,,20.3,1086.0
773.0,Maruti,2012.0,,100000.0,Diesel,,Manual,Third Owner,7.0,88.76,kmpl,,1248.0
775.0,Maruti,2013.0,199000.0,60000.0,,Individual,Manual,Second Owner,,67.1,kmpl,,998.0
777.0,,2016.0,,80000.0,Diesel,Individual,Manual,Third Owner,5.0,88.73,,21.19,1396.0
778.0,MARUTI,2011.0,250000.0,,Diesel,Individual,Manual,Second Owner,,88.8,kmpl,21.5,1248.0
782.0,,2012.0,450000.0,120000.0,Diesel,Individual,Manual,Second Owner,5.0,126.32,kmpl,22.32,1582.0
787.0,Hyundai,2019.0,1000000.0,15000.0,,Individual,Manual,First Owner,5.0,88.7,kmpl,22.1,
789.0,Maruti,2012.0,,108000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,23.4,1248.0
792.0,Ford,2011.0,175000.0,90400.0,Diesel,Individual,,First Owner,,68.0,,20.0,1399.0
794.0,NAN,,85000.0,120000.0,Diesel,Individual,Manual,,5.0,58.0,kmpl,20.8,1527.0
795.0,Maruti,2019.0,675000.0,5000.0,Petrol,Individual,Manual,First Owner,5.0,,kmpl,21.21,1197.0
796.0,Renault,2016.0,535000.0,,Diesel,,Manual,First Owner,5.0,83.8,kmpl,19.87,1461.0
797.0,,2019.0,675000.0,5000.0,Petrol,Individual,Manual,First Owner,7.0,72.0,kmpl,20.0,999.0
799.0,,2012.0,425000.0,96000.0,Diesel,Individual,Manual,Second Owner,7.0,88.8,kmpl,20.77,1248.0
804.0,,2017.0,850000.0,63186.0,Diesel,Individual,Manual,,5.0,88.73,kmpl,22.54,1396.0
808.0,Maruti,2019.0,675000.0,5000.0,,Individual,Automatic,First Owner,5.0,83.1,kmpl,21.4,1197.0
809.0,Maruti,2010.0,150000.0,91500.0,Petrol,Individual,Manual,First Owner,5.0,46.3,kmpl,19.7,796.0
,Volkswagen,2012.0,350000.0,40000.0,Diesel,Individual,Manual,First Owner,5.0,103.6,kmpl,20.54,1598.0
812.0,Maruti,,300000.0,,Diesel,Individual,Manual,First Owner,,,kmpl,23.2,1248.0
816.0,Hyundai,2013.0,700000.0,120000.0,Diesel,Individual,Manual,First Owner,,126.24,kmpl,22.7,1582.0
817.0,Chevrolet,2013.0,,65000.0,Diesel,Individual,Manual,,5.0,76.9,kmpl,22.1,1248.0
820.0,Hyundai,2015.0,650000.0,,Diesel,,Manual,,5.0,88.73,kmpl,22.54,1396.0
821.0,HYUNDAI,2015.0,650000.0,80000.0,Diesel,Individual,Manual,First Owner,5.0,,kmpl,22.54,1396.0
822.0,VOLKSWAGEN,2013.0,350000.0,80000.0,Diesel,Individual,Manual,Third Owner,5.0,73.9,kmpl,22.07,1199.0
825.0,Maruti,2013.0,240000.0,60000.0,Petrol,Individual,Manual,,5.0,67.1,kmpl,20.92,998.0
833.0,,2014.0,550000.0,50000.0,Diesel,Individual,Manual,Second Owner,7.0,88.76,kmpl,20.77,
837.0,Maruti,2013.0,350000.0,40000.0,,Individual,Manual,First Owner,5.0,67.04,kmpl,20.51,998.0
851.0,Ford,,,81632.0,Diesel,Dealer,,First Owner,,68.0,kmpl,20.0,1399.0
NAN,FORD,2014.0,750000.0,101504.0,Diesel,Dealer,Manual,First Owner,5.0,89.84,kmpl,22.7,1498.0
,Ford,2013.0,600000.0,125531.0,Diesel,Dealer,,Second Owner,5.0,,kmpl,22.77,1498.0
861.0,Tata,2018.0,950000.0,40000.0,Diesel,Individual,Automatic,,5.0,108.5,kmpl,21.5,1497.0
,Maruti,2013.0,409999.0,100000.0,Diesel,Individual,,Third Owner,5.0,73.94,kmpl,23.2,1248.0
866.0,Maruti,2000.0,108000.0,206000.0,Petrol,Individual,Manual,Fourth & Above Owner,5.0,46.3,kmpl,19.7,796.0
867.0,Maruti,2017.0,425000.0,40000.0,Petrol,Individual,Manual,Second Owner,5.0,67.04,kmpl,23.1,998.0
869.0,Hyundai,2013.0,310000.0,70000.0,Petrol,Individual,Manual,First Owner,5.0,,kmpl,19.81,1086.0
870.0,Hyundai,2017.0,1125000.0,105000.0,Diesel,Individual,Manual,First Owner,5.0,88.7,kmpl,21.38,1396.0
872.0,Volkswagen,2011.0,388000.0,80000.0,Diesel,Individual,Manual,Second Owner,5.0,73.9,,22.07,1199.0
875.0,Maruti,2009.0,120000.0,90000.0,Petrol,,Manual,First Owner,5.0,,kmpl,19.7,796.0
877.0,Maruti,2015.0,270000.0,53000.0,Petrol,Individual,Manual,Second Owner,5.0,47.3,kmpl,22.74,796.0
,Maruti,2019.0,600000.0,10000.0,Petrol,Individual,Automatic,First Owner,5.0,81.8,kmpl,21.21,1197.0
888.0,Maruti,2013.0,215000.0,25000.0,Petrol,Individual,,First Owner,5.0,67.1,kmpl,20.92,998.0
894.0,Hyundai,2015.0,750000.0,74000.0,Diesel,Individual,Manual,First Owner,5.0,126.2,kmpl,19.67,1582.0
897.0,Maruti,,795000.0,41779.0,Petrol,Dealer,Manual,,,81.8,kmpl,21.21,1197.0
905.0,Maruti,2018.0,750000.0,,Petrol,Dealer,Manual,First Owner,5.0,81.8,kmpl,22.0,1197.0
908.0,Hyundai,2017.0,1150000.0,63309.0,Diesel,Dealer,Manual,First Owner,5.0,126.2,kmpl,19.67,1582.0
,Maruti,2016.0,400000.0,35000.0,Petrol,,Automatic,,5.0,67.04,kmpl,23.1,998.0
918.0,Chevrolet,2015.0,480000.0,80000.0,Diesel,,Manual,Second Owner,5.0,74.0,kmpl,22.1,
919.0,,2005.0,90000.0,40000.0,Petrol,Individual,Manual,Second Owner,5.0,46.3,kmpl,,796.0
920.0,NAN,2005.0,80000.0,40000.0,Petrol,Individual,Manual,,5.0,46.3,kmpl,19.7,796.0
921.0,Maruti,2015.0,350000.0,,Diesel,Individual,Manual,First Owner,5.0,,kmpl,23.2,1248.0
,Mahindra,2012.0,350000.0,25000.0,Diesel,Individual,Manual,First Owner,5.0,65.0,kmpl,21.03,1461.0
928.0,,2016.0,340000.0,40000.0,Petrol,Individual,Manual,First Owner,5.0,67.04,,20.51,998.0
,Hyundai,2014.0,300000.0,65000.0,Petrol,Individual,Manual,First Owner,5.0,78.9,kmpl,20.36,
931.0,,2014.0,204999.0,15000.0,Petrol,Individual,Manual,Second Owner,5.0,47.3,kmpl,22.74,796.0
932.0,Mahindra,2012.0,254999.0,70000.0,,Individual,Manual,Second Owner,5.0,65.0,kmpl,20.8,1461.0
934.0,Hyundai,2017.0,280000.0,50000.0,Petrol,Individual,Manual,Second Owner,5.0,55.2,,21.1,
940.0,Hyundai,2011.0,225000.0,80000.0,Petrol,Individual,,Second Owner,5.0,68.05,kmpl,19.81,1086.0
941.0,,2012.0,260000.0,70000.0,Diesel,Individual,Manual,Second Owner,5.0,65.0,kmpl,,
943.0,Ford,2012.0,280000.0,60000.0,Diesel,Individual,Manual,First Owner,5.0,68.0,,20.0,1399.0
944.0,Mahindra,2014.0,350000.0,106000.0,Diesel,Individual,Manual,Second Owner,5.0,65.0,kmpl,,1461.0
949.0,Maruti,2013.0,,27000.0,Petrol,Individual,Manual,First Owner,5.0,67.1,kmpl,20.92,998.0
950.0,Maruti,2007.0,95000.0,70000.0,Petrol,,Manual,Second Owner,5.0,46.3,kmpl,19.7,796.0
954.0,Maruti,2017.0,610000.0,15000.0,Petrol,Individual,Manual,First Owner,5.0,81.8,,22.0,1197.0
959.0,Maruti,2015.0,511000.0,30000.0,Petrol,Individual,Manual,First Owner,5.0,83.14,kmpl,20.85,
962.0,Renault,2013.0,434999.0,120000.0,Diesel,Individual,Manual,First Owner,5.0,84.8,kmpl,21.64,1461.0
963.0,Ford,2010.0,210000.0,100000.0,Diesel,Individual,Manual,Second Owner,5.0,,kmpl,20.0,1399.0
967.0,Renault,2017.0,290000.0,50000.0,Petrol,Individual,Manual,First Owner,5.0,67.0,kmpl,23.01,999.0
973.0,Maruti,2006.0,100000.0,,Petrol,Individual,Manual,,5.0,46.3,,19.7,796.0
976.0,Maruti,2019.0,450000.0,10000.0,CNG,Individual,,First Owner,5.0,61.7,km/kg,21.94,
980.0,Maruti,,351000.0,89100.0,Diesel,Individual,Manual,Second Owner,5.0,73.94,,,1248.0
982.0,Hyundai,2015.0,225000.0,120000.0,Petrol,Individual,Manual,Second Owner,5.0,55.2,kmpl,,814.0
989.0,MARUTI,2011.0,140000.0,,Petrol,Individual,Manual,,5.0,,kmpl,20.92,998.0
990.0,Maruti,2017.0,,,,Individual,Manual,First Owner,5.0,61.7,km/kg,21.94,1196.0
992.0,Hyundai,2015.0,500000.0,126000.0,Diesel,Individual,Manual,First Owner,5.0,88.73,kmpl,,1396.0
993.0,Hyundai,2019.0,,15000.0,Petrol,Individual,,First Owner,5.0,81.86,kmpl,20.14,
995.0,Maruti,2009.0,120000.0,120000.0,Petrol,Individual,Manual,,5.0,46.3,kmpl,19.7,796.0
1002.0,MARUTI,2011.0,280000.0,210000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,22.9,1248.0
1004.0,Maruti,2009.0,180000.0,85000.0,Diesel,Individual,Manual,Third Owner,5.0,73.9,kmpl,21.1,1248.0
1006.0,Hyundai,2009.0,340000.0,40000.0,Diesel,Individual,Manual,First Owner,5.0,90.0,kmpl,23.0,1396.0
1008.0,Maruti,2017.0,400000.0,65000.0,Petrol,Individual,Manual,Second Owner,5.0,67.04,kmpl,20.51,998.0
1016.0,Maruti,2005.0,95000.0,70000.0,Petrol,Individual,Manual,Third Owner,5.0,46.3,kmpl,19.7,796.0
1018.0,RENAULT,2017.0,880000.0,65000.0,Diesel,Individual,Manual,First Owner,8.0,108.5,kmpl,19.98,1461.0
1020.0,,2019.0,480000.0,25000.0,Petrol,Individual,Manual,First Owner,5.0,81.8,kmpl,20.52,1197.0
1023.0,Honda,2016.0,,72113.0,Diesel,Individual,Manual,First Owner,7.0,98.6,,,1498.0
1024.0,Tata,2012.0,300000.0,40000.0,Diesel,Individual,Manual,First Owner,5.0,70.0,kmpl,23.57,1396.0
1026.0,Maruti,2010.0,220000.0,20000.0,Petrol,Individual,Manual,First Owner,5.0,,kmpl,21.1,1197.0
1028.0,Maruti,2014.0,450000.0,,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,23.4,1248.0
1033.0,,2018.0,800000.0,,,Individual,Manual,First Owner,5.0,88.76,kmpl,21.19,1396.0
1036.0,Volkswagen,2011.0,375000.0,69000.0,Diesel,Individual,Manual,Second Owner,5.0,103.6,kmpl,20.54,1598.0
1038.0,MARUTI,,60000.0,113000.0,Petrol,Individual,Manual,,5.0,46.3,kmpl,19.7,796.0
1040.0,,2012.0,300000.0,100000.0,Diesel,Individual,Manual,Third Owner,5.0,63.12,kmpl,23.08,1461.0
1041.0,TATA,2012.0,150000.0,110000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,22.3,
1042.0,Ford,2015.0,600000.0,90000.0,Diesel,Individual,Manual,,5.0,98.59,kmpl,22.77,1498.0
1043.0,FORD,2011.0,204999.0,,Diesel,Individual,Manual,Second Owner,5.0,68.0,kmpl,20.0,1399.0
1049.0,Maruti,2019.0,610000.0,,Petrol,Individual,Automatic,First Owner,5.0,81.8,kmpl,21.21,1197.0
,Maruti,2014.0,509999.0,110000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,23.4,1248.0
1052.0,Maruti,2014.0,,,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,23.4,1248.0
,Hyundai,2014.0,451000.0,91000.0,Diesel,Individual,Manual,First Owner,5.0,88.73,,22.54,1396.0
1054.0,Hyundai,2009.0,,,Petrol,,Manual,First Owner,5.0,78.9,kmpl,20.36,1197.0
1055.0,Maruti,2013.0,450000.0,120000.0,,Individual,Manual,Second Owner,5.0,74.0,,23.4,1248.0
1057.0,MARUTI,2016.0,305000.0,60000.0,Petrol,Individual,Manual,Second Owner,5.0,47.3,kmpl,,796.0
1059.0,Chevrolet,2016.0,250000.0,60000.0,Diesel,Individual,Manual,Second Owner,5.0,,kmpl,22.1,1248.0
1060.0,Ford,2012.0,200000.0,104500.0,Diesel,Individual,Manual,Second Owner,5.0,,kmpl,,1399.0
1062.0,Maruti,2014.0,509999.0,100000.0,Diesel,Individual,Manual,,5.0,74.0,kmpl,,1248.0
1070.0,Maruti,,235000.0,50000.0,Petrol,Individual,Manual,First Owner,5.0,47.3,kmpl,22.74,796.0
1072.0,Maruti,2019.0,,10000.0,Petrol,Individual,Manual,First Owner,5.0,81.8,kmpl,21.21,1197.0
1073.0,MAHINDRA,2018.0,500000.0,10000.0,Diesel,Individual,Manual,,8.0,45.0,kmpl,,909.0
1091.0,Maruti,2019.0,450000.0,60000.0,CNG,Individual,Manual,First Owner,5.0,61.7,,21.94,1196.0
,Hyundai,2013.0,325000.0,70000.0,Diesel,Individual,Manual,Third Owner,5.0,88.76,kmpl,21.9,1396.0
1093.0,VOLKSWAGEN,,260000.0,120000.0,Diesel,Individual,Manual,Third Owner,5.0,,kmpl,20.54,1598.0
1094.0,,,130000.0,80000.0,Petrol,Individual,Manual,Third Owner,,46.3,kmpl,19.7,796.0
1097.0,Hyundai,2014.0,275000.0,53000.0,Petrol,Individual,Manual,,5.0,78.9,kmpl,20.36,1197.0
1100.0,Volkswagen,2013.0,330000.0,100000.0,Diesel,Individual,,Third Owner,5.0,103.6,kmpl,20.54,1598.0
1102.0,Maruti,2012.0,450000.0,98000.0,Diesel,Individual,Manual,Fourth & Above Owner,7.0,88.8,kmpl,,1248.0
1103.0,Hyundai,2014.0,,60000.0,Petrol,,Manual,First Owner,5.0,55.2,kmpl,,814.0
1104.0,Hyundai,2010.0,165000.0,80000.0,,Individual,Manual,Third Owner,5.0,78.9,kmpl,,1197.0
1107.0,Tata,2017.0,525000.0,19723.0,Petrol,,Automatic,,5.0,84.0,,20.3,1199.0
1112.0,Hyundai,2017.0,675000.0,25471.0,Diesel,,Manual,First Owner,5.0,90.0,kmpl,21.9,1396.0
1119.0,Maruti,2016.0,400000.0,74381.0,Petrol,Dealer,Manual,First Owner,5.0,67.05,kmpl,21.79,998.0
1121.0,Ford,,,,,Dealer,Manual,First Owner,5.0,89.84,kmpl,22.7,1498.0
1125.0,Hyundai,2012.0,,56000.0,Petrol,Individual,Manual,First Owner,5.0,78.9,kmpl,20.36,1197.0
1126.0,HYUNDAI,,,19500.0,Petrol,Dealer,Manual,First Owner,5.0,68.07,kmpl,20.3,1086.0
,Hyundai,2016.0,575000.0,53000.0,Diesel,Dealer,Manual,First Owner,5.0,,kmpl,22.54,1396.0
1129.0,Hyundai,2017.0,600000.0,5000.0,Petrol,Individual,Manual,First Owner,5.0,81.86,kmpl,20.14,1197.0
1137.0,Toyota,2013.0,270000.0,52380.0,Diesel,Dealer,Manual,First Owner,5.0,67.04,kmpl,23.59,1364.0
1138.0,Mahindra,2018.0,660000.0,74250.0,Diesel,Dealer,Manual,First Owner,,74.96,kmpl,21.0,1498.0
1139.0,,2017.0,490000.0,57247.0,Petrol,Dealer,Automatic,First Owner,5.0,81.8,kmpl,20.89,1197.0
1144.0,Maruti,nan,125000.0,120000.0,Petrol,Individual,Manual,Third Owner,5.0,46.3,kmpl,19.7,796.0
1146.0,Maruti,2015.0,335000.0,30000.0,Petrol,Individual,Manual,,5.0,67.04,kmpl,20.51,998.0
1148.0,Volkswagen,2012.0,229999.0,70000.0,Diesel,Individual,,Fourth & Above Owner,5.0,73.9,kmpl,22.07,
1149.0,Hyundai,2017.0,731000.0,40000.0,Diesel,Individual,Manual,First Owner,,88.73,,22.54,1396.0
1150.0,Hyundai,2012.0,395000.0,120000.0,,Individual,,First Owner,5.0,126.32,kmpl,22.32,1582.0
1152.0,HYUNDAI,2014.0,220000.0,50000.0,Petrol,Individual,Manual,Third Owner,5.0,55.2,kmpl,21.1,814.0
1153.0,Ford,2013.0,240000.0,100000.0,Diesel,Individual,Manual,First Owner,5.0,68.1,kmpl,20.0,
1154.0,Hyundai,2010.0,215000.0,120000.0,Diesel,Individual,Manual,Third Owner,5.0,90.0,kmpl,23.0,1396.0
1155.0,Maruti,2012.0,400000.0,90000.0,Diesel,Individual,Manual,Second Owner,5.0,74.0,,22.9,1248.0
1158.0,Tata,,250000.0,20000.0,Petrol,Individual,Automatic,First Owner,4.0,37.48,kmpl,21.9,624.0
1164.0,HYUNDAI,2019.0,850000.0,10000.0,Diesel,Individual,Manual,First Owner,5.0,88.76,kmpl,22.54,1396.0
1167.0,MARUTI,2012.0,250000.0,90000.0,Petrol,Individual,Manual,First Owner,5.0,67.1,kmpl,20.92,998.0
1168.0,,2016.0,651000.0,42323.0,Diesel,Dealer,Manual,First Owner,,88.76,kmpl,,
1173.0,Maruti,2018.0,480000.0,20375.0,Petrol,Dealer,,,5.0,,kmpl,20.89,1197.0
1175.0,Mahindra,2015.0,445000.0,40200.0,Diesel,Dealer,Manual,First Owner,7.0,74.96,,21.0,
1177.0,Maruti,2014.0,560000.0,90000.0,Diesel,Individual,Manual,,7.0,88.8,kmpl,20.77,
1178.0,Ford,2013.0,475000.0,48000.0,Diesel,Dealer,Manual,Second Owner,5.0,98.96,kmpl,,1498.0
1180.0,Maruti,2017.0,520000.0,28832.0,Diesel,Dealer,Manual,First Owner,5.0,74.0,kmpl,,1248.0
1185.0,Hyundai,2009.0,229999.0,50000.0,Petrol,Individual,Manual,Second Owner,5.0,68.05,,19.81,1086.0
1189.0,Maruti,,250000.0,60000.0,Diesel,Individual,Manual,Second Owner,5.0,73.9,kmpl,21.1,1248.0
1192.0,Ford,2010.0,144000.0,50000.0,Diesel,Individual,Manual,Second Owner,5.0,68.0,kmpl,20.0,1399.0
1198.0,Chevrolet,nan,260000.0,,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,22.1,1248.0
1199.0,Toyota,2015.0,475000.0,120000.0,Diesel,Individual,Manual,First Owner,5.0,67.05,kmpl,23.59,1364.0
1200.0,Ford,2011.0,302000.0,103000.0,,Individual,Manual,,,68.0,,,1399.0
1203.0,Maruti,2015.0,700000.0,50000.0,,Individual,Manual,First Owner,7.0,88.76,kmpl,,1248.0
1205.0,Tata,2017.0,,70000.0,Diesel,Individual,Manual,First Owner,5.0,108.5,kmpl,21.5,1497.0
,Hyundai,2018.0,850000.0,60000.0,Diesel,Individual,Manual,First Owner,5.0,88.76,kmpl,22.54,1396.0
1214.0,Maruti,2006.0,160000.0,90000.0,Petrol,Individual,Manual,First Owner,5.0,46.3,kmpl,19.7,796.0
1216.0,Hyundai,2015.0,310000.0,50000.0,Petrol,Individual,Manual,First Owner,5.0,68.05,kmpl,19.81,1086.0
1220.0,,2015.0,405000.0,68000.0,Petrol,Individual,Manual,Second Owner,5.0,81.8,kmpl,20.4,1197.0
1225.0,Hyundai,2007.0,135000.0,100000.0,Petrol,,Manual,Second Owner,5.0,68.05,kmpl,19.81,1086.0
1229.0,Maruti,2018.0,400000.0,17500.0,Petrol,Individual,Manual,First Owner,5.0,67.04,kmpl,20.51,998.0
1232.0,Maruti,2016.0,350000.0,25000.0,Petrol,,Manual,First Owner,,,kmpl,20.51,998.0
1234.0,Maruti,2012.0,185000.0,60000.0,Petrol,Individual,Manual,Second Owner,5.0,46.3,kmpl,19.7,796.0
1235.0,Volkswagen,2013.0,550000.0,38000.0,Diesel,Individual,Manual,First Owner,5.0,73.9,kmpl,22.07,1199.0
1238.0,Honda,2016.0,900000.0,92000.0,Diesel,Individual,,,7.0,98.6,kmpl,21.9,1498.0
1240.0,Maruti,2018.0,625000.0,10000.0,Petrol,,Manual,First Owner,5.0,,kmpl,,1197.0
1247.0,,2012.0,290000.0,100000.0,Diesel,,,Second Owner,5.0,,kmpl,21.9,1396.0
1251.0,Maruti,2015.0,,28000.0,Petrol,Individual,Manual,Second Owner,5.0,47.3,kmpl,22.74,796.0
1257.0,Renault,2017.0,650000.0,120000.0,Diesel,Individual,Manual,First Owner,5.0,83.8,,19.87,1461.0
1261.0,Maruti,2014.0,650000.0,50000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,23.4,1248.0
1266.0,Maruti,2015.0,650000.0,26000.0,Petrol,Individual,Manual,First Owner,,,kmpl,20.73,1373.0
1269.0,,2019.0,700000.0,20000.0,Petrol,Individual,Automatic,First Owner,5.0,81.8,kmpl,,1197.0
1274.0,Renault,2016.0,515000.0,40000.0,Diesel,,Manual,First Owner,5.0,83.8,kmpl,19.87,1461.0
,Maruti,2020.0,630000.0,5000.0,Petrol,Individual,Manual,First Owner,5.0,81.8,kmpl,21.01,1197.0
1276.0,Maruti,2016.0,300000.0,40000.0,Petrol,Individual,Manual,First Owner,5.0,47.3,kmpl,,796.0
,Maruti,2005.0,90000.0,100000.0,,Individual,,Fourth & Above Owner,,46.3,kmpl,19.7,796.0
1285.0,Hyundai,2019.0,550000.0,4701.0,Petrol,Trustmark Dealer,Manual,First Owner,,81.86,kmpl,20.7,1197.0
1286.0,Maruti,2016.0,600000.0,6757.0,Petrol,Trustmark Dealer,Manual,First Owner,,81.8,kmpl,21.01,1197.0
1291.0,Maruti,2014.0,200000.0,43381.0,Petrol,,Manual,Second Owner,5.0,47.3,kmpl,22.74,796.0
1293.0,,2014.0,425000.0,50000.0,Diesel,Individual,Manual,Second Owner,5.0,88.73,kmpl,21.79,1248.0
1298.0,Maruti,2018.0,575000.0,20000.0,Petrol,Individual,Manual,,5.0,83.1,kmpl,,1197.0
1300.0,Ford,2015.0,600000.0,63000.0,Diesel,Individual,Manual,First Owner,,98.59,kmpl,22.77,1498.0
,Renault,2018.0,350000.0,30000.0,Petrol,Individual,Manual,First Owner,,67.0,kmpl,23.01,999.0
,Maruti,2017.0,400000.0,12700.0,Petrol,Individual,Manual,First Owner,5.0,67.04,kmpl,20.51,998.0
,Tata,2018.0,700000.0,35000.0,,Individual,Manual,,5.0,108.5,kmpl,21.5,1497.0
1316.0,HYUNDAI,2008.0,165000.0,90000.0,Petrol,Individual,Manual,First Owner,5.0,68.05,kmpl,19.81,1086.0
1322.0,Maruti,2005.0,180000.0,49455.0,Petrol,Individual,Manual,First Owner,5.0,46.3,kmpl,19.7,796.0
1323.0,Hyundai,2016.0,220000.0,,Petrol,Individual,Manual,First Owner,5.0,55.2,kmpl,,814.0
1324.0,Tata,2013.0,120000.0,120000.0,Diesel,Individual,Manual,First Owner,5.0,74.0,kmpl,22.3,1248.0
,Chevrolet,2013.0,420000.0,46815.0,Diesel,Individual,Manual,Second Owner,5.0,76.9,kmpl,22.1,1248.0
1328.0,Hyundai,2015.0,250000.0,80000.0,Petrol,Individual,Manual,First Owner,5.0,55.2,kmpl,21.1,814.0
1329.0,Maruti,2013.0,385000.0,100000.0,,Individual,Manual,Third Owner,7.0,88.8,kmpl,20.77,1248.0
1330.0,Maruti,2014.0,318000.0,80000.0,Petrol,Individual,Manual,First Owner,5.0,67.06,kmpl,20.51,998.0
1331.0,Hyundai,2018.0,480000.0,40000.0,,Individual,Manual,First Owner,5.0,81.86,kmpl,20.14,1197.0
1332.0,Maruti,2015.0,330000.0,70000.0,Petrol,Individual,Manual,Third Owner,5.0,67.04,kmpl,23.1,998.0
,Maruti,2014.0,250000.0,40000.0,Petrol,Individual,Manual,First Owner,5.0,47.3,kmpl,22.74,796.0
1337.0,Hyundai,2016.0,650000.0,30000.0,Diesel,Individual,Manual,First Owner,,88.73,,22.54,1396.0
1345.0,Ford,2011.0,200000.0,80000.0,Diesel,Individual,Manual,Second Owner,5.0,68.0,kmpl,20.0,1399.0
1347.0,Honda,2008.0,250000.0,60000.0,Petrol,Individual,Automatic,Third Owner,5.0,108.5,kmpl,20.0,1339.0
1350.0,,2018.0,560000.0,20000.0,Petrol,Individual,,First Owner,,83.1,kmpl,21.4,1197.0
1351.0,Maruti,2016.0,500000.0,30000.0,Petrol,Individual,Manual,First Owner,5.0,83.14,kmpl,20.85,1197.0
1353.0,Hyundai,2013.0,420000.0,69000.0,Diesel,Individual,Manual,Third Owner,5.0,126.32,kmpl,22.32,1582.0
1354.0,Maruti,2015.0,,25000.0,Petrol,Individual,Manual,,5.0,83.14,kmpl,20.85,1197.0
1359.0,Hyundai,2020.0,675000.0,5000.0,Petrol,Individual,Automatic,First Owner,5.0,81.86,kmpl,20.7,1197.0
1360.0,,2009.0,170000.0,90000.0,Petrol,Individual,Manual,Second Owner,5.0,78.9,kmpl,20.36,1197.0
1361.0,Hyundai,2017.0,1250000.0,90000.0,,Individual,Manual,First Owner,5.0,126.2,kmpl,19.67,1582.0
1373.0,Maruti,,270000.0,89000.0,Diesel,Individual,Manual,Second Owner,5.0,73.9,kmpl,21.1,
1377.0,Maruti,2013.0,480000.0,80000.0,Diesel,Individual,Manual,First Owner,5.0,,kmpl,,1248.0
1378.0,Hyundai,2016.0,700000.0,40000.0,Diesel,Individual,Manual,,5.0,88.73,kmpl,22.54,1396.0
,Maruti,2015.0,650000.0,110000.0,Diesel,Individual,Manual,Third Owner,7.0,88.76,kmpl,20.77,1248.0
1380.0,Hyundai,2015.0,,48000.0,Diesel,Individual,,Second Owner,5.0,,kmpl,19.67,1582.0
,Volkswagen,2016.0,1000000.0,,Diesel,Individual,Automatic,First Owner,5.0,108.6,,22.15,1498.0
1384.0,Hyundai,,,40000.0,Petrol,Individual,,First Owner,5.0,55.2,kmpl,21.1,814.0
1387.0,Maruti,2016.0,260000.0,,Petrol,Individual,Manual,Second Owner,5.0,47.3,kmpl,22.74,796.0
1390.0,Toyota,nan,400000.0,120000.0,Diesel,Individual,Manual,Second Owner,5.0,67.04,kmpl,23.59,1364.0
NAN,TATA,2017.0,830000.0,35000.0,Diesel,Individual,Manual,First Owner,5.0,,kmpl,21.5,1497.0
1395.0,Ford,2017.0,850000.0,,Diesel,,Manual,First Owner,,,kmpl,22.77,1498.0
1396.0,MARUTI,2017.0,650000.0,70000.0,Petrol,Individual,Manual,First Owner,5.0,83.14,kmpl,20.85,1197.0
1399.0,Maruti,2019.0,,20000.0,Petrol,Individual,Automatic,First Owner,5.0,81.8,,20.89,1197.0
1400.0,Hyundai,2015.0,,108000.0,Diesel,Individual,Manual,,5.0,88.73,kmpl,21.19,1396.0
1401.0,Maruti,2019.0,,15000.0,Petrol,Individual,Manual,First Owner,5.0,81.8,kmpl,21.21,1197.0
